Shipment_ID,Origin,Destination,Transport_Mode,Cargo_Type,Weight_KG,Volume_CBM,Distance_KM,Container_Type,Fuel_Price,Season,Carrier,Transit_Days,Actual_Freight_Price_INR
SHP00922B,Bengaluru,Hamburg,Sea,Machinery,7997.0,2.19,1137.0,LCL,77.31,Normal,Carrier_D,19.0,47921.0
SHP00923K,Kolkata,Jebel Ali,Road,Electronics,2271.0,3.46,7465.0,20FT,87.24,Peak,Carrier_C,16.0,85402.0
SHP00924P,Pune,Rotterdam,Sea,General Merchandise,2264.0,1.57,1330.0,20FT,104.46,Normal,Carrier_E,10.0,120653.0
SHP00925B,Bengaluru,Rotterdam,Sea,Furniture,5266.0,3.78,1138.0,20FT,83.22,Normal,Carrier_C,11.0,42749.0
SHP00926A,Mumbai,Dubai,Sea,Furniture,1650.0,7.92,10304.0,20FT,86.97,Normal,Carrier_D,23.0,77579.0
SHP00927B,Bengaluru,Los Angeles,Sea,Chemicals,3352.0,11.04,11676.0,40FT,111.21,Normal,Carrier_D,26.0,127716.0
SHP00928P,Pune,Colombo,Sea,Textiles,2742.0,7.23,8152.0,AIR_CARGO,100.57,Normal,Carrier_C,17.0,76609.0
SHP00929K,Kolkata,London,Sea,Pharmaceuticals,3858.0,15.74,11102.0,20FT,111.79,Normal,Carrier_D,23.0,121833.0
SHP00930B,Bengaluru,Hamburg,Sea,Furniture,2019.0,5.9,1372.0,40FT,111.45,Normal,Carrier_A,8.0,51761.0
SHP00931K,Kolkata,Los Angeles,Sea,Machinery,2479.0,9.12,11713.0,AIR_CARGO,77.54,Normal,Carrier_B,23.0,73290.0
SHP00932A,Mumbai,Hamburg,Air,Electronics,7557.0,17.34,885.0,AIR_CARGO,113.2,Peak,Carrier_E,2.0,260590.0
SHP00933K,Kolkata,Colombo,Road,Furniture,6201.0,13.22,6563.0,LCL,77.05,Peak,Carrier_D,17.0,85724.0
SHP00934H,Hyderabad,Colombo,Sea,General Merchandise,3847.0,4.1,1092.0,40FT_HC,112.02,Peak,Carrier_E,10.0,77796.0
SHP00935H,Hyderabad,Singapore,Sea,Machinery,9860.0,6.72,1298.0,20FT,96.87,Normal,Carrier_B,19.0,88400.0
SHP00936K,Kolkata,Jebel Ali,Sea,Chemicals,7536.0,18.64,3002.0,40FT,96.33,Normal,Carrier_C,8.0,56668.0
SHP00937M,Mumbai,Dubai,Sea,Chemicals,3353.0,5.45,633.0,AIR_CARGO,103.53,Normal,Carrier_B,4.0,39439.0
SHP00938D,Delhi,Singapore,Road,General Merchandise,2209.0,0.5,5268.0,LCL,110.17,Normal,Carrier_E,8.0,85689.0
SHP00939M,Mumbai,Rotterdam,Sea,Textiles,2054.0,0.5,1237.0,40FT_HC,99.68,Normal,Carrier_A,6.0,43777.0
SHP00940K,Kolkata,London,Sea,Chemicals,2898.0,7.07,3836.0,AIR_CARGO,92.02,Normal,Carrier_C,10.0,50963.0
SHP00941D,Delhi,Dubai,Sea,Electronics,2922.0,10.22,7903.0,AIR_CARGO,79.48,Normal,Carrier_D,20.0,64938.0
SHP00942H,Hyderabad,Rotterdam,Sea,Machinery,1768.0,0.5,3889.0,20FT,106.57,Normal,Carrier_A,9.0,63888.0
SHP00943D,Delhi,Shanghai,Air,Furniture,2248.0,2.92,3327.0,40FT_HC,80.13,Normal,Carrier_B,11.0,116641.0
SHP00944K,Kolkata,Jebel Ali,Air,Electronics,1728.0,1.03,2288.0,40FT_HC,104.05,Normal,Carrier_E,6.0,130481.0
SHP00945H,Hyderabad,Jebel Ali,Sea,Textiles,2790.0,8.16,2054.0,40FT,96.12,Normal,Carrier_E,6.0,45970.0
SHP00946D,Delhi,Jebel Ali,Sea,Electronics,1548.0,1.02,6547.0,LCL,90.43,Normal,Carrier_E,14.0,50396.0
SHP00947D,Delhi,Singapore,Sea,Electronics,8337.0,0.5,1097.0,40FT,99.52,Normal,Carrier_B,21.0,82861.0
SHP00948M,Mumbai,New York,Road,Automotive Parts,6523.0,13.1,5706.0,LCL,105.89,Normal,Carrier_C,10.0,100140.0
SHP00949D,Delhi,Los Angeles,Sea,Electronics,2389.0,2.63,1921.0,40FT,112.65,Off_Peak,Carrier_D,6.0,51544.0
SHP00950A,Mumbai,Colombo,Sea,General Merchandise,7534.0,17.99,7949.0,LCL,85.59,Normal,Carrier_A,17.0,75646.0
SHP00951K,Kolkata,London,Sea,Machinery,6907.0,0.84,712.0,20FT,112.89,Off_Peak,Carrier_B,15.0,74265.0
SHP00952C,Chennai,Colombo,Air,Automotive Parts,4885.0,4.09,974.0,LCL,113.44,Normal,Carrier_E,12.0,189818.0
SHP00953C,Chennai,New York,Sea,Machinery,3386.0,8.04,4296.0,40FT,107.55,Normal,Carrier_D,12.0,74014.0
SHP00954C,Chennai,Shanghai,Road,Machinery,2391.0,9.75,2606.0,40FT_HC,110.26,Normal,Carrier_E,8.0,76362.0
SHP00955K,Kolkata,Shanghai,Sea,Textiles,2182.0,1.01,1178.0,AIR_CARGO,102.7,Normal,Carrier_B,8.0,55048.0
SHP00956C,Chennai,Shanghai,Sea,Textiles,5233.0,14.94,4396.0,LCL,76.56,Peak,Carrier_E,9.0,46801.0
SHP00957M,Mumbai,Dubai,Sea,Automotive Parts,5000.0,4.65,979.0,LCL,98.0,Normal,Carrier_B,4.0,35081.0
SHP00958K,Kolkata,Rotterdam,Sea,Chemicals,5449.0,11.79,5521.0,40FT_HC,104.89,Normal,Carrier_E,10.0,85330.0
SHP00959A,Mumbai,Rotterdam,Sea,Pharmaceuticals,2388.0,8.44,7418.0,20FT,112.67,Normal,Carrier_B,19.0,91373.0
SHP00960H,Hyderabad,Shanghai,Air,Textiles,11329.0,0.5,1247.0,40FT,97.82,Peak,Carrier_E,22.0,353714.0
SHP00961A,Mumbai,London,Sea,Pharmaceuticals,1619.0,8.81,7697.0,20FT,106.77,Normal,Carrier_D,15.0,89849.0
SHP00962K,Kolkata,Singapore,Sea,Textiles,6099.0,11.42,7677.0,LCL,103.2,Normal,Carrier_D,17.0,87876.0
SHP00963K,Kolkata,London,Sea,Textiles,2060.0,0.5,4806.0,LCL,86.23,Off_Peak,Carrier_E,13.0,48596.0
SHP00964D,Delhi,London,Sea,Machinery,4704.0,5.53,2033.0,20FT,81.19,Normal,Carrier_E,4.0,32252.0
SHP00965D,Delhi,Rotterdam,Sea,Automotive Parts,6213.0,15.16,5640.0,40FT,105.04,Normal,Carrier_B,15.0,82655.0
SHP00966D,Delhi,Jebel Ali,Sea,Machinery,2373.0,3.39,7385.0,LCL,84.35,Normal,Carrier_B,15.0,58431.0
SHP00967P,Pune,London,Air,Furniture,2162.0,5.87,8826.0,LCL,84.79,Normal,Carrier_B,21.0,218581.0
SHP00968P,Pune,London,Sea,General Merchandise,1921.0,0.5,10000.0,20FT,100.76,Normal,Carrier_C,19.0,88064.0
SHP00969B,Bengaluru,Colombo,Sea,Machinery,3143.0,9.43,3443.0,AIR_CARGO,106.56,Normal,Carrier_E,10.0,61987.0
SHP00970P,Pune,Jebel Ali,Sea,Pharmaceuticals,6654.0,16.58,3274.0,40FT_HC,98.29,Off_Peak,Carrier_E,8.0,59247.0
SHP00971M,Mumbai,Rotterdam,Sea,Pharmaceuticals,7001.0,0.85,1126.0,LCL,110.4,Normal,Carrier_E,12.0,249606.0
SHP00972K,Kolkata,Singapore,Road,General Merchandise,2883.0,9.36,7009.0,40FT,83.46,Peak,Carrier_E,12.0,88878.0
SHP00973A,Mumbai,Los Angeles,Sea,Electronics,2803.0,8.97,3006.0,AIR_CARGO,85.1,Normal,Carrier_B,6.0,120494.0
SHP00974K,Kolkata,Rotterdam,Sea,Electronics,7256.0,2.21,774.0,20FT,100.48,Peak,Carrier_B,17.0,81731.0
SHP00975D,Delhi,Rotterdam,Sea,General Merchandise,4478.0,6.89,1404.0,20FT,108.17,Normal,Carrier_C,6.0,62172.0
SHP00976K,Kolkata,London,Sea,General Merchandise,1604.0,8.26,7852.0,40FT,96.57,Peak,Carrier_B,17.0,85638.0
SHP00977H,Hyderabad,Colombo,Sea,Machinery,4108.0,6.63,3847.0,AIR_CARGO,75.42,Normal,Carrier_E,9.0,33503.0
SHP00978P,Pune,New York,Sea,General Merchandise,4603.0,15.49,7311.0,40FT,102.08,Normal,Carrier_E,12.0,83270.0
SHP00979K,Kolkata,Shanghai,Sea,Furniture,9336.0,0.5,739.0,LCL,107.54,Normal,Carrier_A,17.0,87218.0
SHP00980A,Mumbai,Hamburg,Sea,Automotive Parts,3788.0,12.11,11772.0,AIR_CARGO,86.06,Off_Peak,Carrier_B,22.0,80613.0
SHP00981C,Chennai,Colombo,Sea,Electronics,3482.0,12.08,10977.0,40FT_HC,77.17,Normal,Carrier_A,22.0,63756.0
SHP00982H,Hyderabad,New York,Air,Electronics,3641.0,7.97,6291.0,40FT_HC,95.72,Normal,Carrier_E,16.0,233743.0
SHP00983H,Hyderabad,London,Sea,Furniture,2761.0,6.36,6116.0,40FT,76.69,Normal,Carrier_B,15.0,53867.0
SHP00984K,Kolkata,London,Sea,Chemicals,4637.0,9.84,5534.0,40FT_HC,91.64,Normal,Carrier_E,11.0,62553.0
SHP00985B,Bengaluru,Singapore,Air,Furniture,5354.0,9.45,819.0,40FT,75.71,Off_Peak,Carrier_A,2.0,85015.0
SHP00986D,Delhi,New York,Sea,Furniture,2408.0,0.5,864.0,LCL,84.0,Normal,Carrier_A,3.0,23032.0
SHP00987M,Mumbai,Dubai,Air,General Merchandise,2422.0,7.75,1181.0,LCL,90.55,Off_Peak,Carrier_D,3.0,89179.0
SHP00988M,Mumbai,Shanghai,Sea,Textiles,2119.0,8.47,8508.0,40FT,79.47,Normal,Carrier_D,16.0,65573.0
SHP00989C,Chennai,Hamburg,Sea,Textiles,1723.0,4.04,5252.0,LCL,79.57,Normal,Carrier_B,11.0,43050.0
SHP00990M,Mumbai,Singapore,Air,Furniture,1861.0,0.5,1233.0,40FT_HC,108.08,Peak,Carrier_B,4.0,132684.0
SHP00991M,Mumbai,Colombo,Air,General Merchandise,2823.0,2.14,8442.0,LCL,76.66,Off_Peak,Carrier_B,16.0,166527.0
SHP00992D,Delhi,Colombo,Air,Automotive Parts,7911.0,2.14,1076.0,40FT_HC,102.56,Peak,Carrier_B,15.0,290283.0
SHP00993P,Pune,New York,Sea,Textiles,3866.0,7.09,8780.0,40FT_HC,107.58,Off_Peak,Carrier_B,17.0,83640.0
SHP00994D,Delhi,Shanghai,Sea,Chemicals,1967.0,9.43,7398.0,20FT,80.23,Normal,Carrier_B,14.0,56835.0
SHP00995B,Bengaluru,Shanghai,Sea,Pharmaceuticals,4414.0,7.7,2358.0,LCL,82.81,Normal,Carrier_B,9.0,42450.0
SHP00996A,Mumbai,Colombo,Sea,General Merchandise,1671.0,6.37,1206.0,LCL,100.66,Normal,Carrier_A,5.0,41486.0
SHP00997C,Chennai,Dubai,Road,Furniture,1613.0,1.36,9897.0,40FT,87.63,Peak,Carrier_A,21.0,112302.0
SHP00998M,Mumbai,London,Sea,Automotive Parts,2982.0,2.09,1352.0,40FT,94.06,Peak,Carrier_A,9.0,46818.0
SHP00999B,Bengaluru,Shanghai,Road,Automotive Parts,1677.0,4.68,6739.0,AIR_CARGO,108.44,Normal,Carrier_E,16.0,105252.0
SHP01000C,Chennai,New York,Sea,Machinery,6080.0,5.61,1485.0,40FT_HC,80.52,Normal,Carrier_C,16.0,52110.0
SHP01001H,Hyderabad,Colombo,Sea,Automotive Parts,3316.0,9.59,11092.0,20FT,99.79,Normal,Carrier_E,23.0,94999.0
SHP01002M,Mumbai,London,Sea,Textiles,4938.0,9.52,6853.0,40FT_HC,112.7,Peak,Carrier_B,15.0,108642.0
SHP01003M,Mumbai,Jebel Ali,Road,Furniture,3217.0,8.06,7170.0,LCL,77.3,Peak,Carrier_C,14.0,75905.0
SHP01004D,Delhi,Rotterdam,Sea,Pharmaceuticals,2377.0,4.16,4174.0,AIR_CARGO,77.4,Normal,Carrier_A,8.0,112090.0
SHP01005K,Kolkata,London,Air,Textiles,3431.0,2.44,11525.0,40FT_HC,97.19,Normal,Carrier_A,25.0,341831.0
SHP01006C,Chennai,Shanghai,Air,General Merchandise,2442.0,6.73,7542.0,AIR_CARGO,113.4,Normal,Carrier_D,15.0,319106.0
SHP01007M,Mumbai,Rotterdam,Sea,Pharmaceuticals,2547.0,11.12,557.0,40FT_HC,83.82,Normal,Carrier_B,1.0,76656.0
SHP01008P,Pune,Shanghai,Air,General Merchandise,2048.0,11.05,6895.0,LCL,88.23,Normal,Carrier_B,10.0,188823.0
SHP01009C,Chennai,New York,Sea,Automotive Parts,4306.0,11.52,4684.0,LCL,78.95,Peak,Carrier_D,15.0,52244.0
SHP01010A,Mumbai,Los Angeles,Sea,Chemicals,5000.0,2.13,869.0,40FT_HC,89.49,Peak,Carrier_E,2.0,36231.0
SHP01011P,Pune,London,Sea,Electronics,5463.0,0.5,625.0,20FT,76.77,Peak,Carrier_D,11.0,44475.0
SHP01012B,Bengaluru,Rotterdam,Sea,Pharmaceuticals,4874.0,22.51,9396.0,LCL,90.56,Normal,Carrier_B,22.0,116086.0
SHP01013P,Pune,New York,Road,Furniture,2200.0,10.96,6294.0,40FT,97.22,Normal,Carrier_A,11.0,92110.0
SHP01014B,Bengaluru,Shanghai,Sea,Machinery,4538.0,13.84,7854.0,20FT,114.0,Peak,Carrier_D,17.0,117494.0
SHP01015K,Kolkata,London,Air,Electronics,1684.0,4.3,7857.0,40FT_HC,107.74,Peak,Carrier_C,20.0,311554.0
SHP01016M,Mumbai,New York,Road,Automotive Parts,7423.0,8.75,8217.0,20FT,107.88,Normal,Carrier_A,21.0,143999.0
SHP01017P,Pune,Shanghai,Sea,Automotive Parts,2288.0,6.18,4957.0,40FT,84.13,Off_Peak,Carrier_E,10.0,46036.0
SHP01018A,Mumbai,Los Angeles,Sea,Furniture,3348.0,8.1,4755.0,LCL,78.49,Normal,Carrier_A,11.0,43534.0
SHP01019D,Delhi,Los Angeles,Sea,Electronics,1869.0,0.5,553.0,LCL,99.12,Normal,Carrier_E,2.0,34545.0
SHP01020M,Mumbai,Hamburg,Sea,Machinery,2274.0,5.11,1395.0,LCL,95.85,Normal,Carrier_A,6.0,37451.0
SHP01021C,Chennai,Singapore,Air,Pharmaceuticals,11434.0,6.87,806.0,40FT,95.66,Normal,Carrier_B,25.0,300729.0
SHP01022H,Hyderabad,New York,Sea,Pharmaceuticals,4166.0,11.28,10188.0,20FT,79.36,Normal,Carrier_E,18.0,70057.0
SHP01023B,Bengaluru,Singapore,Road,Electronics,3233.0,9.05,3664.0,40FT_HC,94.76,Normal,Carrier_E,10.0,67869.0
SHP01024C,Chennai,Hamburg,Road,General Merchandise,2657.0,7.93,5114.0,40FT_HC,81.01,Normal,Carrier_D,11.0,65746.0
SHP01025K,Kolkata,Dubai,Road,Textiles,11309.0,1.55,1193.0,20FT,91.88,Normal,Carrier_A,25.0,115274.0
SHP01026B,Bengaluru,London,Sea,Chemicals,6274.0,17.97,3380.0,LCL,77.49,Off_Peak,Carrier_E,11.0,35101.0
SHP01027D,Delhi,Shanghai,Road,General Merchandise,2678.0,12.47,6624.0,40FT_HC,109.28,Off_Peak,Carrier_E,13.0,101943.0
SHP01028B,Bengaluru,Colombo,Air,Pharmaceuticals,3948.0,9.57,754.0,LCL,75.53,Normal,Carrier_A,3.0,72094.0
SHP01029H,Hyderabad,Singapore,Sea,Textiles,2495.0,2.92,7627.0,AIR_CARGO,112.57,Peak,Carrier_A,18.0,104365.0
SHP01030P,Pune,Singapore,Air,Chemicals,11196.0,0.5,1231.0,AIR_CARGO,109.52,Normal,Carrier_C,24.0,341539.0
SHP01031A,Mumbai,New York,Sea,Chemicals,4765.0,13.35,10675.0,40FT_HC,105.1,Normal,Carrier_D,16.0,117580.0
SHP01032P,Pune,London,Sea,Chemicals,3351.0,10.44,6273.0,20FT,114.3,Peak,Carrier_E,15.0,95227.0
SHP01033M,Mumbai,New York,Sea,Automotive Parts,2222.0,6.75,7971.0,20FT,77.15,Normal,Carrier_A,20.0,51196.0
SHP01034H,Hyderabad,Los Angeles,Sea,Furniture,3314.0,6.95,7053.0,20FT,100.66,Normal,Carrier_E,15.0,79052.0
SHP01035A,Mumbai,Singapore,Sea,Chemicals,4253.0,11.23,1270.0,LCL,108.97,Peak,Carrier_C,6.0,50943.0
SHP01036H,Hyderabad,London,Air,Machinery,3840.0,7.0,2325.0,AIR_CARGO,80.06,Normal,Carrier_C,9.0,109660.0
SHP01037M,Mumbai,Jebel Ali,Sea,Electronics,11584.0,0.5,822.0,LCL,98.39,Peak,Carrier_E,24.0,102440.0
SHP01038B,Bengaluru,Dubai,Air,Pharmaceuticals,3444.0,0.5,949.0,40FT,90.76,Off_Peak,Carrier_D,10.0,114461.0
SHP01039K,Kolkata,Shanghai,Sea,Machinery,4025.0,5.64,4921.0,40FT,92.43,Off_Peak,Carrier_B,11.0,58760.0
SHP01040M,Mumbai,Hamburg,Sea,Electronics,1590.0,5.91,6353.0,40FT_HC,111.5,Normal,Carrier_E,13.0,75754.0
SHP01041M,Mumbai,Dubai,Sea,General Merchandise,11760.0,1.93,1265.0,40FT,96.55,Normal,Carrier_C,22.0,94824.0
SHP01042A,Mumbai,Hamburg,Air,Furniture,3184.0,4.86,8435.0,20FT,78.73,Normal,Carrier_D,18.0,208362.0
SHP01043D,Delhi,Singapore,Sea,General Merchandise,7740.0,0.5,1240.0,40FT_HC,112.49,Normal,Carrier_A,20.0,93181.0
SHP01044P,Pune,Dubai,Sea,Electronics,1831.0,7.04,6531.0,AIR_CARGO,82.41,Off_Peak,Carrier_D,12.0,51602.0
SHP01045B,Bengaluru,Dubai,Road,Machinery,4350.0,14.64,8558.0,AIR_CARGO,110.71,Peak,Carrier_D,19.0,168424.0
SHP01046M,Mumbai,Shanghai,Sea,Electronics,8136.0,0.5,934.0,40FT,113.84,Normal,Carrier_E,17.0,97248.0
SHP01047K,Kolkata,Colombo,Sea,Chemicals,10883.0,1.95,1027.0,40FT,110.11,Normal,Carrier_D,25.0,125411.0
SHP01048C,Chennai,Shanghai,Sea,Automotive Parts,6731.0,0.5,877.0,AIR_CARGO,102.09,Normal,Carrier_A,18.0,64681.0
SHP01049B,Bengaluru,New York,Road,Pharmaceuticals,5347.0,2.83,1428.0,40FT,104.74,Normal,Carrier_E,10.0,85215.0
SHP01050D,Delhi,Colombo,Sea,General Merchandise,2638.0,8.71,9782.0,40FT,102.99,Off_Peak,Carrier_C,19.0,86527.0
SHP01051H,Hyderabad,Dubai,Road,Pharmaceuticals,1672.0,10.45,9698.0,LCL,93.42,Normal,Carrier_A,19.0,110412.0
SHP01052M,Mumbai,Colombo,Sea,Automotive Parts,6642.0,14.03,2453.0,AIR_CARGO,85.98,Normal,Carrier_E,5.0,40525.0
SHP01053K,Kolkata,Colombo,Road,Chemicals,3361.0,10.8,3223.0,AIR_CARGO,86.4,Off_Peak,Carrier_E,7.0,46085.0
SHP01054B,Bengaluru,New York,Air,Chemicals,2470.0,8.78,11524.0,40FT,104.25,Normal,Carrier_B,24.0,369664.0
SHP01055K,Kolkata,London,Road,General Merchandise,5698.0,12.96,5607.0,20FT,100.04,Off_Peak,Carrier_A,10.0,83342.0
SHP01056K,Kolkata,Singapore,Sea,General Merchandise,6476.0,7.15,1053.0,LCL,98.4,Peak,Carrier_D,12.0,75983.0
SHP01057P,Pune,London,Air,Chemicals,4391.0,9.14,4067.0,20FT,101.1,Off_Peak,Carrier_A,8.0,178864.0
SHP01058A,Mumbai,Singapore,Sea,Textiles,2144.0,6.85,6032.0,40FT,105.99,Peak,Carrier_A,14.0,85433.0
SHP01059H,Hyderabad,London,Sea,Pharmaceuticals,1860.0,2.13,9049.0,AIR_CARGO,104.93,Off_Peak,Carrier_B,18.0,81007.0
SHP01060D,Delhi,London,Sea,Furniture,3719.0,10.98,6047.0,20FT,79.22,Peak,Carrier_D,13.0,59084.0
SHP01061P,Pune,Hamburg,Road,Automotive Parts,1912.0,6.28,4120.0,40FT_HC,89.52,Normal,Carrier_B,8.0,60665.0
SHP01062B,Bengaluru,Colombo,Road,Pharmaceuticals,2814.0,11.45,1604.0,20FT,85.56,Normal,Carrier_B,2.0,36503.0
SHP01063M,Mumbai,Los Angeles,Sea,Automotive Parts,2343.0,12.92,11175.0,AIR_CARGO,96.53,Normal,Carrier_B,26.0,317479.0
SHP01064D,Delhi,New York,Sea,Textiles,3051.0,10.93,10524.0,40FT,77.46,Normal,Carrier_A,21.0,69055.0
SHP01065M,Mumbai,London,Sea,Furniture,1798.0,6.96,9601.0,20FT,105.5,Off_Peak,Carrier_B,25.0,87078.0
SHP01066C,Chennai,Dubai,Air,Machinery,4566.0,9.31,8482.0,40FT,79.26,Normal,Carrier_C,19.0,204353.0
SHP01067K,Kolkata,Jebel Ali,Sea,Automotive Parts,6428.0,0.5,662.0,LCL,85.86,Normal,Carrier_D,17.0,55039.0
SHP01068C,Chennai,Hamburg,Sea,Pharmaceuticals,3792.0,14.22,10820.0,40FT_HC,106.31,Peak,Carrier_D,24.0,135976.0
SHP01069A,Mumbai,Jebel Ali,Sea,Electronics,9605.0,9.17,731.0,AIR_CARGO,77.06,Normal,Carrier_B,20.0,59727.0
SHP01070K,Kolkata,Rotterdam,Sea,Furniture,1532.0,4.9,9884.0,AIR_CARGO,101.41,Normal,Carrier_A,19.0,92178.0
SHP01071H,Hyderabad,Shanghai,Sea,Chemicals,3511.0,4.34,4060.0,40FT,111.98,Off_Peak,Carrier_E,7.0,64254.0
SHP01072D,Delhi,Rotterdam,Sea,Chemicals,5370.0,7.12,675.0,40FT_HC,99.71,Normal,Carrier_E,14.0,63734.0
SHP01073M,Mumbai,Singapore,Sea,Textiles,2786.0,11.05,8628.0,AIR_CARGO,103.51,Peak,Carrier_A,18.0,100051.0
SHP01074P,Pune,London,Sea,Automotive Parts,4767.0,0.5,1025.0,20FT,106.69,Normal,Carrier_B,12.0,62595.0
SHP01075A,Mumbai,New York,Road,Machinery,6181.0,3.73,1332.0,AIR_CARGO,83.89,Normal,Carrier_B,15.0,68967.0
SHP01076H,Hyderabad,Dubai,Sea,Automotive Parts,7935.0,4.05,1292.0,20FT,98.24,Normal,Carrier_C,17.0,67455.0
SHP01077M,Mumbai,Los Angeles,Sea,Chemicals,5534.0,0.5,1044.0,AIR_CARGO,87.36,Normal,Carrier_E,11.0,55632.0
SHP01078D,Delhi,Los Angeles,Sea,General Merchandise,9620.0,0.5,812.0,20FT,84.98,Peak,Carrier_E,22.0,237072.0
SHP01079B,Bengaluru,Hamburg,Sea,Electronics,9608.0,27.24,1837.0,LCL,82.7,Normal,Carrier_D,5.0,48677.0
SHP01080A,Mumbai,Hamburg,Road,Furniture,2220.0,5.56,8758.0,40FT,98.42,Off_Peak,Carrier_B,18.0,106100.0
SHP01081C,Chennai,Hamburg,Air,Textiles,2170.0,0.5,1118.0,LCL,106.78,Peak,Carrier_A,7.0,134536.0
SHP01082C,Chennai,Hamburg,Sea,General Merchandise,1735.0,1.45,11285.0,20FT,110.04,Peak,Carrier_B,22.0,124380.0
SHP01083P,Pune,Colombo,Sea,Pharmaceuticals,2560.0,1.29,4111.0,40FT,92.14,Normal,Carrier_B,6.0,46647.0
SHP01084M,Mumbai,London,Road,Machinery,1955.0,4.96,9647.0,40FT_HC,89.92,Normal,Carrier_C,22.0,98895.0
SHP01085M,Mumbai,Jebel Ali,Road,General Merchandise,6496.0,5.62,1097.0,20FT,102.49,Normal,Carrier_A,16.0,99155.0
SHP01086M,Mumbai,London,Sea,Pharmaceuticals,1548.0,8.02,1393.0,AIR_CARGO,106.21,Normal,Carrier_C,1.0,40070.0
SHP01087A,Mumbai,London,Sea,General Merchandise,5403.0,10.19,7200.0,AIR_CARGO,85.13,Off_Peak,Carrier_C,13.0,59301.0
SHP01088D,Delhi,Rotterdam,Sea,Machinery,10990.0,0.98,1005.0,40FT_HC,86.89,Off_Peak,Carrier_C,26.0,66670.0
SHP01089B,Bengaluru,New York,Road,Furniture,2308.0,3.63,683.0,LCL,96.34,Normal,Carrier_C,7.0,40896.0
SHP01090C,Chennai,Dubai,Sea,General Merchandise,1943.0,8.44,4195.0,20FT,92.78,Normal,Carrier_B,10.0,52684.0
SHP01091H,Hyderabad,Singapore,Road,Textiles,5550.0,3.18,712.0,AIR_CARGO,103.23,Normal,Carrier_D,11.0,97223.0
SHP01092K,Kolkata,New York,Sea,Chemicals,3663.0,8.37,1384.0,40FT,95.18,Off_Peak,Carrier_B,7.0,46093.0
SHP01093A,Mumbai,Hamburg,Sea,Automotive Parts,11353.0,9.91,1108.0,40FT_HC,79.46,Normal,Carrier_C,22.0,65782.0
SHP01094A,Mumbai,Jebel Ali,Sea,General Merchandise,4841.0,0.5,1114.0,LCL,81.64,Normal,Carrier_C,13.0,41810.0
SHP01095D,Delhi,Rotterdam,Sea,Textiles,2616.0,12.3,8068.0,LCL,111.08,Normal,Carrier_D,17.0,91852.0
SHP01096C,Chennai,Colombo,Sea,Automotive Parts,2955.0,12.23,3075.0,40FT,84.1,Peak,Carrier_E,9.0,50650.0
SHP01097P,Pune,Jebel Ali,Sea,Furniture,3027.0,0.5,1481.0,40FT,77.0,Normal,Carrier_A,11.0,35246.0
SHP01098B,Bengaluru,Rotterdam,Sea,Pharmaceuticals,2351.0,7.45,2522.0,40FT_HC,104.26,Peak,Carrier_C,5.0,58113.0
SHP01099D,Delhi,Shanghai,Air,Automotive Parts,5500.0,5.96,1433.0,40FT,102.36,Normal,Carrier_C,13.0,190154.0
SHP01100H,Hyderabad,Colombo,Sea,Pharmaceuticals,3244.0,3.36,6628.0,AIR_CARGO,99.0,Normal,Carrier_B,16.0,75893.0
SHP01101C,Chennai,Hamburg,Sea,General Merchandise,5000.0,2.03,624.0,LCL,95.09,Peak,Carrier_C,1.0,34364.0
SHP01102D,Delhi,Singapore,Road,Textiles,2783.0,7.25,10079.0,40FT,113.78,Normal,Carrier_C,21.0,157884.0
SHP01103C,Chennai,Hamburg,Road,Chemicals,2924.0,2.64,6397.0,20FT,79.79,Off_Peak,Carrier_A,17.0,58800.0
SHP01104C,Chennai,Jebel Ali,Road,General Merchandise,11412.0,25.82,2308.0,40FT,95.41,Normal,Carrier_B,6.0,84918.0
SHP01105P,Pune,Hamburg,Road,Pharmaceuticals,5000.0,7.51,1274.0,LCL,97.56,Normal,Carrier_E,6.0,29387.0
SHP01106A,Mumbai,Shanghai,Sea,Machinery,14049.0,40.18,1227.0,AIR_CARGO,75.9,Normal,Carrier_C,4.0,41974.0
SHP01107B,Bengaluru,Hamburg,Sea,Automotive Parts,4088.0,5.32,3463.0,40FT,91.48,Off_Peak,Carrier_C,12.0,44510.0
SHP01108A,Mumbai,Rotterdam,Sea,General Merchandise,8199.0,8.86,6242.0,AIR_CARGO,106.31,Normal,Carrier_E,10.0,349933.0
SHP01109K,Kolkata,Los Angeles,Sea,Pharmaceuticals,4503.0,15.67,10393.0,20FT,93.84,Off_Peak,Carrier_D,21.0,305639.0
SHP01110B,Bengaluru,Hamburg,Sea,Furniture,10884.0,10.51,1354.0,LCL,110.01,Normal,Carrier_E,19.0,100698.0
SHP01111C,Chennai,Shanghai,Air,Automotive Parts,3834.0,12.64,10072.0,40FT_HC,100.79,Normal,Carrier_E,19.0,336889.0
SHP01112D,Delhi,London,Sea,Furniture,1622.0,2.71,4278.0,LCL,105.64,Off_Peak,Carrier_B,8.0,57000.0
SHP01113H,Hyderabad,London,Sea,Pharmaceuticals,2361.0,1.29,4025.0,40FT_HC,107.18,Normal,Carrier_E,9.0,70286.0
SHP01114P,Pune,Singapore,Sea,Textiles,11856.0,5.24,1165.0,40FT_HC,102.58,Peak,Carrier_B,21.0,125739.0
